"index","organization_id","name","country","description","order_date","ship_date","industry","no_of_emp","customer_id","product_id","sales"
148,"b4F29b10aEa87C4","Caldwell-Atkins","Svalbard & Jan Mayen Islands","Advanced value-added data-warehouse","2016-09-05","2016-09-07","Media Production",8706,"JE-16165","TEC-PH-10000215","43.6"
149,"27Eab75cE19c101","Castro, Moses and Wolfe","Antarctica (the territory South of 60 deg S)","Customizable 24hour software","2017-05-20","2017-05-26","Veterinary",2878,"JE-16165","TEC-PH-10001448","8.288"
150,"Bbd8aa10dDeb16B","Branch-Cross","Guam","Secured asynchronous budgetary management","2017-05-20","2017-05-26","Investment Banking / Venture",1228,"JE-16165","FUR-CH-10000454","1123.128"
151,"ec1dDbcbd1c649F","Chung, Patel and Moore","Ecuador","Grass-roots scalable circuit","2017-05-20","2017-05-26","Primary / Secondary Education",2928,"JE-16165","OFF-BI-10002735","64.9"
152,"1AEe77Abf8647f4","Castro-Mercer","Jersey","Synergistic global leverage","2015-09-20","2015-09-24","Industrial Automation",3308,"TW-21025","OFF-AP-10000326","2.808"
153,"93b4928C0CF88A7","Owens PLC","Sudan","User-centric asymmetric system engine","2016-01-23","2016-01-27","Legal Services",4343,"TW-21025","TEC-PH-10001254","99.98"
154,"F45eF42F481bEE8","Goodwin, Callahan and Pratt","Nauru","Innovative multi-state model","2016-01-23","2016-01-27","Architecture / Planning",7808,"SP-20650","OFF-PA-10001950","8.04"
155,"334B91221694B23","Stephens Group","Comoros","Vision-oriented discrete contingency","2016-01-23","2016-01-27","Fundraising",953,"SP-20650","OFF-PA-10002254","1564.29"
156,"d855ba47c73D08e","Davies, Sloan and Ashley","Malaysia","Progressive eco-centric migration","2014-06-01","2014-06-06","Airlines / Aviation",4281,"SP-20650","OFF-ST-10001590","138.56"
157,"c36DC0a889fffC8","Conner, Ferguson and Baxter","Tuvalu","User-centric user-facing migration","2014-06-01","2014-06-06","Biotechnology / Greentech",3528,"NK-18490","OFF-AR-10001547","65.52"
158,"F7D126ABdBA0CB9","Freeman, Robbins and Joseph","Falkland Islands (Malvinas)","Re-engineered 24hour matrix","2015-09-24","2015-09-29","International Affairs",7067,"DB-13060","FUR-CH-10004063","14.576"
159,"Da71cDD001e06d6","Orr-Joseph","Congo","Implemented composite implementation","2015-09-24","2015-09-29","Textiles",4375,"NP-18670","OFF-LA-10002475","23.2"
160,"a376A6d71F1c36C","Mills-Humphrey","Brazil","Inverse optimizing architecture","2015-09-24","2015-09-29","Luxury Goods / Jewelry",3778,"NP-18670","TEC-PH-10004536","16.464"
161,"Ef65aeBCdfBc7f2","Cameron, Osborn and Pollard","French Polynesia","Compatible zero tolerance hierarchy","2016-08-01","2016-08-03","Mechanical or Industrial Engineering",2775,"TT-21070","OFF-PA-10002751","19.312"
162,"B73E7caC4Fae8fe","Young Inc","Costa Rica","Automated logistical migration","2014-01-23","2014-01-28","Computer Networking",3541,"EM-13960","TEC-AC-10003657","40.08"
163,"eec9cEbD4CdFD4E","Lam Group","Kazakhstan","Configurable 4thgeneration archive","2014-08-04","2014-08-08","Broadcast Media",2760,"RD-19900","OFF-EN-10001990","101.96"
164,"907676d61B5FCE3","Molina, Alexander and Reilly","Svalbard & Jan Mayen Islands","Re-engineered multimedia capability","2014-08-04","2014-08-08","Construction",765,"MJ-17740","OFF-BI-10004002","259.74"
165,"badd0d0BceD2Ee2","Bush PLC","Taiwan","Versatile fault-tolerant open system","2014-08-04","2014-08-08","Arts / Crafts",4505,"BM-11140","OFF-AR-10004441","255.42"
166,"a5E8ce5cF97c2AC","Novak, Mcguire and Copeland","Chad","Vision-oriented even-keeled groupware","2016-08-09","2016-08-14","Packaging / Containers",8128,"BM-11140","TEC-MA-10000822","4.338"
167,"c158808CA005a75","Mullins, Cook and Webb","Lebanon","Synergized object-oriented circuit","2016-08-09","2016-08-14","Entertainment / Movie Production",4556,"BM-11140","OFF-ST-10000991","11.88"
168,"d74C1a7b5F21EdF","Costa PLC","Somalia","Self-enabling 6thgeneration database","2016-12-08","2016-12-12","Arts / Crafts",5077,"BM-11140","FUR-CH-10004287","405.86"
169,"a6Bc77d5cE07c7B","Parker Ltd","Christmas Island","User-friendly human-resource core","2016-12-08","2016-12-12","Accounting",6947,"BM-11140","OFF-AR-10002656","680.01"
170,"ecbDde6BAAcE59e","Hickman LLC","Nigeria","Versatile interactive throughput","2015-06-08","2015-06-12","Industrial Automation",1282,"BM-11140","OFF-AP-10002518","2.376"
171,"2bEBfED593D58cC","Horton Inc","Serbia","Reduced optimizing hub","2015-06-08","2015-06-12","Food / Beverages",3599,"BM-11140","TEC-PH-10003931","143.128"
172,"924FC506bd20747","Perez Inc","Haiti","Enterprise-wide bandwidth-monitored workforce","2016-06-24","2016-06-26","Paper / Forest Products",3215,"CS-12130","OFF-PA-10000659","4476.8"
173,"3bc225574eaD26F","Lucero-Rodriguez","Switzerland","Down-sized zero tolerance complexity","2016-06-24","2016-06-26","Defense / Space",9625,"CS-12130","OFF-PA-10001144","104.85"
174,"8b6cbF8AC0c123e","Boyd Group","Moldova","Multi-channeled bandwidth-monitored system engine","2016-06-24","2016-06-26","Medical Equipment",7344,"CS-12130","FUR-CH-10003817","241.44"
175,"522809bebBfcE43","Pollard LLC","French Guiana","Cross-group zero tolerance info-mediaries","2016-03-15","2016-03-19","Performing Arts",9329,"JB-15400","OFF-AP-10000891","319.76"
176,"B3eA88cB559EDd6","Mckay Group","Indonesia","Phased empowering benchmark","2016-03-15","2016-03-19","Consumer Electronics",2304,"JB-15400","OFF-LA-10003148","45.68"
177,"4b0Ff29BAc3B2FC","Moran, Nichols and Kelly","Solomon Islands","Adaptive tertiary data-warehouse","2016-12-01","2016-12-01","Alternative Medicine",1124,"SJ-20500","OFF-AP-10002684","31.96"
178,"55BedDB39244a34","Franklin, Parsons and Mccoy","Mozambique","Stand-alone client-driven orchestration","2016-12-01","2016-12-01","Textiles",6962,"JE-15745","FUR-CH-10004698","47.9"
179,"0b8D9a20E42358C","Alvarez LLC","Seychelles","Digitized static orchestration","2016-12-01","2016-12-01","Research Industry",5176,"JE-15745","OFF-SU-10002189","1112.94"
180,"CCb6A3bcCCd8BD0","Ballard-Benjamin","Gambia","Future-proofed transitional initiative","2016-12-01","2016-12-01","Consumer Electronics",1339,"JK-15640","OFF-AR-10001940","22.92"
181,"E7EF4829bE63DcB","Byrd, Wallace and Bryan","Zimbabwe","Networked high-level forecast","2017-06-12","2017-06-14","Package / Freight Delivery",5371,"DK-13150","OFF-ST-10003455","71.976"
182,"2CF1Cef7d253FD3","Hayden and Sons","Norfolk Island","Open-architected eco-centric standardization","2017-06-12","2017-06-14","Hospital / Health Care",8746,"DK-13150","TEC-AC-10004659","19.44"
183,"fb20B12fCf3f4Be","Hicks, Hall and Hopkins","Benin","Upgradable dynamic knowledge user","2016-03-19","2016-03-24","Writing / Editing",9652,"RM-19675","TEC-PH-10003273","31.086"
184,"E1DD58a2ceD2812","Koch Group","Croatia","Progressive upward-trending flexibility","2016-11-14","2016-11-18","Government Relations",6847,"RM-19675","TEC-PH-10004896","13.98"
185,"9e8BDfEF88aa4e9","Barajas, Hunt and Frye","Denmark","Versatile logistical monitoring","2016-11-14","2016-11-18","Philanthropy",3233,"RM-19675","TEC-AC-10002345","23.65"
186,"6D359E1183d3849","Raymond-Rivers","Nicaragua","Public-key needs-based middleware","2017-08-07","2017-08-11","Plastics",3836,"SK-19990","OFF-BI-10001890","707.88"
187,"529e8D003d34c28","Newman, Medina and Luna","Korea","Reduced logistical benchmark","2017-08-07","2017-08-11","Think Tanks",876,"FM-14290","TEC-AC-10002323","11.952"
188,"2eaA3c5D6CC37B9","Schneider-Elliott","Bahamas","Synchronized zero administration core","2017-08-07","2017-08-11","Supermarkets",7306,"AM-10360","OFF-ST-10001328","31.128"
189,"67eeACAbCfcCB6c","Mays, Robles and Shah","Cambodia","Focused logistical project","2017-08-07","2017-08-11","Chemicals",9666,"AM-10360","OFF-PA-10001950","55.76"
190,"EEf6db5cCece24A","Huynh and Sons","Swaziland","User-centric mission-critical knowledgebase","2017-08-07","2017-08-11","Furniture",1359,"MP-17470","FUR-BO-10002613","24.56"
191,"4c99A0E9FF8ED03","Gonzales-Schneider","Timor-Leste","Triple-buffered asymmetric structure","2017-08-07","2017-08-11","Oil / Energy / Solar / Greentech",687,"MP-17470","TEC-PH-10001552","51.75"
192,"F8efFDd1fE6cfC0","Harding Inc","Pakistan","Profit-focused hybrid emulation","2017-08-07","2017-08-11","Events Services",6891,"MP-17470","OFF-PA-10000061","207.184"
193,"21A92A2a6D4Faa2","Shelton PLC","Saudi Arabia","Multi-layered client-server Internet solution","2017-08-07","2017-08-11","Food Production",9909,"MP-17470","FUR-BO-10002545","1473.1"
194,"139AB569bdfCE4F","Elliott, Hood and Estrada","Ethiopia","Persistent even-keeled workforce","2015-08-21","2015-08-25","Automotive",3493,"MP-17470","OFF-AR-10003514","3.488"
195,"4dbcfb13CF62f8F","Ayers, Pierce and Vang","Bahamas","Profit-focused tertiary access","2015-08-21","2015-08-25","Professional Training",6594,"MZ-17515","OFF-EN-10001509","21.728"
196,"AbE6001BADABaEe","Cardenas, Brown and Melton","Thailand","Front-line content-based hardware","2015-08-21","2015-08-25","Hospitality",8328,"CB-12025","OFF-AR-10004685","663.072"
197,"aeec625Ffe6BbCC","Espinoza PLC","Colombia","Horizontal hybrid groupware","2015-08-21","2015-08-25","Construction",4441,"CB-12025","OFF-AR-10004027","99.588"
198,"6BaaCFac3AFCe96","Levy, Carey and Carpenter","Moldova","Reverse-engineered content-based complexity","2015-08-21","2015-08-25","Real Estate / Mortgage",6334,"VM-21685","OFF-ST-10001414","49.568"
199,"dcFFb6BCB80bC16","Pugh-Sampson","French Southern Territories","De-engineered bandwidth-monitored definition","2015-11-02","2015-11-07","Wireless",9256,"FH-14365","OFF-BI-10000343","29.372"
200,"FBCcF9EFDf2a70d","Fuller, Beasley and Rivas","Tajikistan","Vision-oriented object-oriented capability","2015-11-02","2015-11-07","Mining / Metals",9432,"FH-14365","OFF-PA-10002749","344.704"
201,"D75feA9c63BB7D9","Galloway-Williamson","Libyan Arab Jamahiriya","Upgradable attitude-oriented structure","2014-11-30","2014-12-06","Animation",1512,"MB-17305","OFF-PA-10002666","47.992"
202,"EFcABc4Af8bae15","Haney, Kirk and Cox","Marshall Islands","Right-sized mobile definition","2014-11-30","2014-12-06","Library",3975,"BS-11755","FUR-TA-10004289","102.24"
203,"9F63C73BE6A39E9","Michael and Sons","Austria","Multi-tiered 3rdgeneration system engine","2014-05-10","2014-05-15","Museums / Institutions",3837,"BS-11755","OFF-AP-10003622","39.96"
204,"177D0EdE36a085F","Lara-Andrews","United Arab Emirates","Assimilated heuristic initiative","2014-05-10","2014-05-15","Fundraising",2354,"LC-17140","OFF-AP-10003217","1432"
205,"ef8A4aF90cADcd0","Harvey Inc","Singapore","User-friendly exuding encoding","2014-05-10","2014-05-15","Maritime",4256,"HK-14890","FUR-FU-10002960","41.04"
206,"9eEB46CbF04EEFF","Beltran, Flores and Kelley","Argentina","Monitored optimal array","2014-05-10","2014-05-15","Railroad Manufacture",1371,"LE-16810","TEC-PH-10001918","256.784"
207,"E3b3A0E923874Cf","Hall Group","Greenland","Persevering tertiary database","2016-10-17","2016-10-20","Construction",5969,"JH-15985","OFF-ST-10000642","120.98"
208,"DC47da5dBD7F9a7","Rocha-Snyder","Guatemala","Focused zero-defect leverage","2016-10-17","2016-10-20","Machinery",2008,"JH-15985","TEC-PH-10001700","315.98"
209,"4e32ECD9BDF968E","Riley, Ortiz and Shelton","Peru","Multi-layered 3rdgeneration database","2016-10-30","2016-11-03","Consumer Electronics",597,"JH-15985","OFF-BI-10003274","28.752"
210,"f51c59F3DAAADA6","Keith-Mora","Uganda","Assimilated user-facing Graphic Interface","2016-10-30","2016-11-03","Music",1555,"JH-15985","OFF-FA-10000134","114.95"
211,"D17135FB399dD4c","Curry, Blake and Leblanc","Cayman Islands","Right-sized homogeneous info-mediaries","2016-12-01","2016-12-05","Think Tanks",2164,"JH-15985","OFF-ST-10001522","23.04"
212,"Df6AF24EE566F49","Olson-Mcconnell","Faroe Islands","Customer-focused local info-mediaries","2016-04-21","2016-04-21","Medical Equipment",9170,"MS-17980","TEC-AC-10001266","15.48"
213,"Cc45CcF52feC2FE","Bowen Group","Ecuador","Versatile motivating encoding","2016-04-21","2016-04-21","Market Research",2179,"VW-21775","OFF-LA-10004544","51.84"
214,"78fCB64Cb9a9c40","Choi, Daniels and Gay","Holy See (Vatican City State)","Persistent cohesive architecture","2017-08-03","2017-08-07","Food / Beverages",3410,"VW-21775","FUR-BO-10004695","39.816"
215,"332c88B02C7AEEe","Esparza, Jimenez and Hendrix","Ukraine","Diverse foreground Graphical User Interface","2017-08-03","2017-08-08","Events Services",9709,"VW-21775","TEC-PH-10002844","16.06"
216,"a125F15e04631ca","Collins Group","Netherlands Antilles","User-centric systemic algorithm","2017-12-11","2017-12-14","Internet",9616,"VW-21775","TEC-MA-10000864","7.28"
217,"cB1eC645CE8BBDA","Morrow Inc","Pakistan","De-engineered executive projection","2017-12-11","2017-12-14","Government Administration",9434,"VW-21775","TEC-AC-10000109","5.4"
218,"3FC5f6509B65987","Mercer, Arroyo and Camacho","Kyrgyz Republic","Innovative well-modulated productivity","2015-03-14","2015-03-19","Higher Education / Acadamia",5253,"JH-15910","OFF-ST-10001328","19.44"
219,"95E2fc82Ca04a9b","Escobar, Gilmore and Mahoney","Kazakhstan","Open-architected global Local Area Network","2014-12-08","2014-12-15","International Trade / Development",5975,"JH-15910","TEC-PH-10002563","39.88"
220,"eD20C7efAAfe1F8","Garrett PLC","Uruguay","Grass-roots multi-tasking leverage","2014-12-08","2014-12-15","Medical Practice",4965,"JB-15925","OFF-FA-10000585","79.44"
221,"c9bf907FA593d45","Owen, Hansen and Lynch","Venezuela","Versatile modular capability","2017-09-30","2017-10-02","Entertainment / Movie Production",5331,"JB-15925","OFF-PA-10004000","20.664"
222,"9BA1b6d24a8fed9","Mcdaniel, Cunningham and Buck","Uruguay","Future-proofed needs-based benchmark","2016-11-21","2016-11-26","International Affairs",1346,"JB-15925","OFF-BI-10002852","32.4"
223,"Fde4aFfcEEE8F58","Livingston-Short","Bahamas","Total zero tolerance model","2017-11-24","2017-11-30","Warehousing",6921,"JB-15925","FUR-FU-10000087","13.762"
224,"cA2BAEFAD32de2e","Woodard Group","South Africa","Front-line neutral projection","2017-11-14","2017-11-17","Ranching",1257,"JB-15925","TEC-MA-10001148","15.28"
225,"1F91dFC7BBeF29E","Hamilton LLC","Germany","Organized bi-directional algorithm","2015-08-16","2015-08-20","Mental Health Care",2495,"JB-15925","OFF-AR-10001958","44.688"
226,"bcA617ba0dAf547","Alvarez, Mendoza and Trujillo","United States Minor Outlying Islands","Innovative multimedia time-frame","2015-08-16","2015-08-20","Packaging / Containers",3699,"DS-13180","OFF-AR-10001026","301.47"
227,"Af3B0dC3a779Eb5","Ayers LLC","Aruba","Customer-focused fault-tolerant Graphical User Interface","2017-10-13","2017-10-14","Wholesale",7898,"DS-13180","FUR-TA-10003748","11.07"
228,"BFb54211e7fA5BD","Sanchez, Berger and Richard","Switzerland","De-engineered object-oriented hub","2017-10-13","2017-10-14","Translation / Localization",6443,"DS-13180","OFF-ST-10002485","1504.52"
229,"47EBb7EAFe0b9B8","Clayton-Kelly","Kyrgyz Republic","Focused multi-tasking info-mediaries","2017-10-13","2017-10-14","Writing / Editing",4691,"VD-21670","FUR-CH-10004860","25.92"
230,"d509f38bBE7cebd","Gibbs and Sons","Saint Martin","Innovative 24hour frame","2017-11-04","2017-11-04","Arts / Crafts",3052,"VD-21670","FUR-CH-10004477","7.536"
231,"E7e0EfaACc8122d","Copeland, Booth and Patrick","China","Integrated systemic task-force","2017-11-04","2017-11-04","Logistics / Procurement",1623,"EA-14035","OFF-BI-10001679","1.408"
232,"f73B358BF010f7F","Cross PLC","Brazil","Adaptive leadingedge website","2017-11-04","2017-11-04","Government Relations",3101,"CS-12400","FUR-TA-10001705","4.144"
233,"27fbC78271f3Aa2","Chambers-Kemp","Algeria","Visionary attitude-oriented analyzer","2017-11-04","2017-11-04","Accounting",4288,"CS-12400","FUR-TA-10003473","52.752"
234,"8E5a824ceBDfc5e","Estrada-Leon","Somalia","Profit-focused explicit projection","2017-03-19","2017-03-24","Aviation / Aerospace",3615,"CS-12400","OFF-BI-10001679","381.36"
235,"bf6B5adDFD2cDf3","Freeman, Cooke and Wright","Saint Pierre and Miquelon","Multi-lateral systematic projection","2014-11-03","2014-11-03","Judiciary",3480,"CS-12400","FUR-FU-10004017","6.72"
236,"a0Fe365BEfc1AaB","Davis-Dillon","Dominican Republic","Synergized next generation intranet","2017-07-23","2017-07-26","Computer / Network Security",6607,"CS-12400","TEC-AC-10003832","15.192"
237,"83aEb458CdfADAd","Mccann-Huang","Uganda","Monitored 24/7 time-frame","2017-07-23","2017-07-26","Military Industry",3652,"DB-13120","OFF-PA-10002479","58.32"
238,"dcaF3C5Ba029Ba8","Roberts Group","Somalia","Function-based even-keeled process improvement","2014-12-27","2014-12-31","Individual / Family Services",8534,"KL-16645","OFF-PA-10003349","946.764"
239,"8F48CaB85Ee2DC5","Lynch Inc","Jersey","Synchronized optimal open architecture","2016-09-02","2016-09-06","Computer / Network Security",2050,"KL-16645","FUR-FU-10000576","94.68"
240,"5DBB0554Fd1CB13","Cohen LLC","Saint Vincent and the Grenadines","Innovative systematic groupware","2016-09-02","2016-09-06","Civic / Social Organization",8145,"KL-16645","FUR-FU-10004351","23.67"
241,"86AFFA2FDfe752A","Farley LLC","United States Virgin Islands","Stand-alone local installation","2016-09-02","2016-09-06","Judiciary",1055,"KL-16645","TEC-PH-10000011","1091.168"
242,"a25cf29D5a04761","Larson LLC","Lithuania","Synchronized global paradigm","2016-09-02","2016-09-06","Animation",2759,"KL-16645","FUR-TA-10002607","18.69"
243,"de522D9F7c50309","Lyons-Meyer","Turks and Caicos Islands","Ameliorated zero tolerance portal","2016-09-02","2016-09-06","Food Production",695,"KL-16645","FUR-FU-10002505","568.728"
244,"aa9C30fcadCD2e3","Conley PLC","Lithuania","Business-focused human-resource ability","2016-09-02","2016-09-06","Internet",3095,"KL-16645","OFF-AR-10004685","7.312"
245,"4DaEEda7Cbc40A1","Serrano, Moses and Ho","Kenya","Team-oriented well-modulated open system","2017-02-11","2017-02-14","Nanotechnology",5247,"DW-13480","FUR-CH-10004063","147.568"
246,"CFFbc964C8c205D","Hernandez Ltd","Indonesia","Cloned tangible solution","2017-10-27","2017-11-02","Environmental Services",795,"DW-13480","OFF-ST-10002276","56.784"
247,"f86DeCB73E533ee","Hoover, Johns and French","Myanmar","Function-based heuristic help-desk","2017-10-27","2017-11-02","Biotechnology / Greentech",5436,"DW-13480","OFF-PA-10004082","5.607"
248,"BbA52b87BB6A32f","King Inc","Afghanistan","Digitized attitude-oriented approach","2017-10-27","2017-11-02","Apparel / Fashion",6819,"DW-13480","OFF-AP-10002945","6.576"
249,"72B67eeb42B2c4e","Mcclain Ltd","United Kingdom","Innovative disintermediate hub","2014-07-09","2014-07-14","Information Technology / IT",6001,"DW-13480","OFF-PA-10000061","14.304"
